,index,english,translated_from_finnish,translated_from_dutch,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_mandarin,translated_from_polish,translated_from_portuguese,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
26,1325,He's kicking me!,Hän potkii minua!,He's kicking me!,Il me donne des coups de pied!,Er tritt mich!,అతను בועט בי!,Mi sta calciando! | Lui mi sta calciando!,ඔහු මට පයින් ගහනවා!,他在踢我!,Na mě kopie!,Ele está me chutando!,അവന് എന്നെ തുലയുന്നു!,¡¡Él está pateándome!! | ¡Él me está dando patadas!,O bana tekme atıyor!,Він б'є мене ногами!
27,1326,Are you sure?,Oletko varma? | Oletko ihan varma?,Are you sure? | Are you sure? | Are you sure? | Are you sure?,Est-ce que tu es sûr? | Es-tu sûr? | Es-tu sûre? | Êtes-vous sûr? | Êtes-vous sûre? | Êtes-vous sûres? | Êtes-vous sûrs? | Êtes-vous sûrs? | Êtes-vous sûr? | Es-tu sûr? | Êtes-vous sûrs? | Êtes-vous sûres?,Ar esate saugūs? | Ar esate saugūs?,אתה בטוח? | אתה בטוח בזה? | בטוח? | האם אתה בטוח? | האם אתה חושב כך? | את בטוחה? | אתה בטוח? | האם אתה בטוח? | האם אתה בטוח?,Sei sicuro? | Lei è sicura?,本当? | 本気?,你肯定吗? | 你确定吗? | 你确定?,Jesteś pewien? | Jesteś pewna?,Jsi si jistá? | Jsi si jistá disso? | Jsi si jistá? | Jsi si jistá?,Ты уверен? | Вы уверены? | Ты уверена? | Уверен?,| | | | | | |,എമിൻ മിസിന്?,"""உங்களுடைய நம்பிக்கை என்ன? | உங்களுடைய நம்பிக்கை என்ன? | உங்களுடைய நம்பிக்கை என்ன?"
28,1328,"Oh, there's a butterfly!","ඔයි, මෙහේ පර්හෝනන් වල!","Oh, there's a butterfly!","Oh, il y a un papillon! | Oh, un papillon! | Oh, il y a un papillon!","ഓ, da ist ein Schmetterling!",| あああ! あああ! あああ! あああ!,"ఓహ్, ఒక farfalla ఉంది!",あ!蝶々がいる! | あ、蝶々がいる。 | あっ、ちょうちょだ!,哦!有一只蝴蝶!,"Och, tam jest motyl!","Oh, ali está uma borboleta! | Olha, uma borboleta!","О, здесь бабочка! | О, гляди, бабочка! | Ой, тут бабочка!","Ah, allí hay una mariposa!",ബേര് kelebek var!,"О, тут метелик!"
29,1329,Hurry up.,വേഗം പിടിക്ക്.,Go ahead! | Go ahead. | Go ahead. | Go ahead! | Go ahead!,Dépêche-toi! | Dépêche-toi. | Grouille! | Vite! | Pressez-vous! | Fiça! | Magne-toi! | Magnez-vous!,Beeil dich! Beeil dich. | Mach hin!,♫♫,Svelto! Sbrigati! Sbrigatevi!,"急いで! | 急ぎなさい. | さあ,急いで. | 早く! | 急げ!",快点!快点! 快点! 快点!,ඉක්මන් කරන්න!,ඇප් රෙස්-සෙ!,Поторапливайся! | Быстрей! | Скорее! | Живей! | Давай быстрей. | Давайте быстрей. | Давай быстрее. | Давайте быстрее. | Поторапливайся. | Давайте быстрее! | Давайте быстрей! | Давай быстрей!,¡Date prisa! | Apresúrate. | Apúrese. | Daos prisa.,അസെലേ എട്ട്!,| Хутчіш! | Ворушіться! | Хутко. | Поквапся! | Поспішай! | Хутко! | Швидко! | Поспіши. | Хутчіш. | Ворушися.
30,1330,It doesn't surprise me.,குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக:,It doesn't surprise me.,| Cela ne me surprend pas. | Cela ne me surprend pas.,Es überrascht mich nicht. | Das überrascht mich nicht.,To mě nepřekvapí. | To mě nepřekvapí.,Není to překvapení.,驚くことではないね.,这并不让我感到惊讶。,To me nie zaskakuje. | Jakoś to mnie nie dziwi.,Não me surprising. | Isso não me surprising.,Это не удивительно. | Меня это не удивляет.,నాకు ఆశ్చర్యం లేదు.,O beni şaşırtmıyor. | Beni şaşırtmadı.,To i nie дивно. | To мене не дивує.
31,1333,It depends on the context.,| Se riippuu kontekstista. | Se riippuu kontekstista.,It depends on the context.,Ca dépend du contexte.,Das kommt auf den Zusammenhang an. | Das hängt vom Zusammenhang ab. | Das hängt vom Kontext ab.,संदर्भ में निर्भर करता है.,Záleží na kontextu.,ඒක 文脈による.,这要看情况. | 这得看情况.,Zależy od kontekstu.,ផ្អែក លើ បរិបទ ធ្វើ & # 160; ។,Это зависит от контекста. | Зависит от контекста.,Eso depende del contexto. | Depende del contexto. | Depende el contexto.,"Bu, bağlama bağlıdır. | O, içeriğe bağlıdır.",Це зависит от контексту. | Залижить от контексту.
32,1335,That's the stupidest thing I've ever said.,මම කවදාවත් නොකිව්ව මෝඩ ප් රශ්නේ ගැන බලන්න.,That's the stupidest thing I've ever said.,To je la chose la plus stupide que j'ai jamais dit.,"Das ist das Dümmste, was ich je gesagt habe.",یہ בדבר הכי מטופש שאמרתי אי פעם ہے.,"To je ta nejblbější věc, co jsem kdy řekl. | To je ta nejblbější věc, co jsem kdy řekl.",I've never said anything like that.,That's the stupidest thing I ever said. | That's the stupidest thing I ever said.,"నేను ఎప్పుడూ చెప్పారు সবচেয়ে stupidsza rzecz, కు.",Essa foi a coisa mais estúpida que eu já disse.,"Это самая глупая вещь, которую я когда-либо говорил. | Это самая большая глупость, которую я когда-либо говорил.",Es la cosa más estúpida que él dicho nunca. | Es la cosa más estúpida que él dicho hasta ahora.,මම දැන් මන් කියන දේ අහන්නම්.,"Це найбільша нісенітниця, яку я коли-небудь మాట్లాడుతూ."
33,1337,"When I grow up, I want to be a king.","Kun kasvan isoksi, haluan olla kuningas. | Isona haluan olla kuningas.","When I grow up, I want to be a king.","Když budu velký, chci být králem. | Když budu velký, chci být králem.","Wenn ich groß bin, will ich ein König sein.","Chci být králem, když zvětším. | Když zvětším, chci být králem.","""When sarò grande, voglio essere un re. | Da grande voglio fare il re.",I want to be a king.,I grew up after thinking當國王.,"Až dorosnu, chci být králem.","Když já rostnu, chci být Rei. | Když já rostnu, chci být Rei. | Když rostnu, chci být Rei.",私が成長するとき、私は королём. | 私が成長するとき、私は королём.,"| Quiero ser rey cuando sea grande. | Quiero ser rey Cuando crezca, quiero ser un rey.",Büyüyünce bir kral olmak istiyorum.,"Я хочу стать королем, когда виросту. | Я мрію стати королем, коли виросту. | Я хочу стати королем, как виросту."
34,1340,So what?,क्या है? क्या है? क्या है? क्या है?,"So? | And? | Well, what?","A pak? | Eh bien, what? | A tedy? | A pak? | A?",Na und? | Ja und?,"तो क्या? | तो??? | נו, तो क्या? | ובכן?",E allora? | E quindi?,ඒක මොකක්?,那又איך?,No i co? | No i?,E daí? | E agora?,ඉතින්?,¿Entonces qué? | ¿Y qué? | ¿Y a mí qué?,"""அவ்வாறு செய்வீர்களா?"" | ""அவ்வாறு செய்தீர்களா?"" | ""அவ்வாறு செய்தீர்களா?"" | ""அவ்வாறு செய்தீர்களா?"" | ""அவ்வாறு செய்தீர்களா?""",Ну то что? | Ну и что? | Ну и что? | И что?
35,1345,I've always wondered what it'd be like to have siblings.,Olen aina miettinyt millaista olisi jos būtų sisaruksia.,I've always wondered what it would be like to have brothers and sisters.,මම හැමතිස්සෙම අහනවා මොකද වෙන්නේ කියලා සහෝදර සහෝදරියන් ඉන්න එක ගැන.,"Ich habe mich immer gefragt, wie es wäre, Geschwister zu haben.","Vždycky jsem se přemýšlel, jak se cítíš, kdyžיש אח או אחות.","Vždycky jsem se zeptal, jak by to bylo mít bráchy nebo sestry. Vždycky jsem se zeptal, jak by to bylo mít bráchy nebo sestry. Vždycky jsem se zeptal, jak by to bylo mít bráchy nebo sestry. Vždycky jsem se zeptal, jak by to bylo mít bráchy nebo sestry.",I always wonder what it would be like to be a brother.,我总是想有兄弟姐妹会怎么样。,"Zawsze zastanawiałem się, jak to jest mieć rodzeństwo.",මම හැමතිස්සෙම හිතුවේ සහෝදරයෝ වගේ.,"Мне всегда было интересно, как это - иметь братьев и сестёр. | Мне всегда было интересно, какво это - иметь братьев и сестёр.","Vždycky mě zeptal, jak bude mít bratry.",Ben her zaman kardeşlere sahip olmanın nasıl bir şey olduğunu hep merak ettim.,Мне всегда было интересно как это - мати братів та сестер.
36,1347,It would take forever for me to explain everything.,Kaiken selittämiseen menisi ikuisuus.,I need an eternity to explain everything. | I would have an eternity to explain everything.,"To by mě přivedlo věčnost k tomu, abych všechno vysvětlil.","Es würde ewig dauern, alles zu erklären. | Um alles zu erklären würde ich ewig brauchen.",| I need links to explain everything. | I need links to explain everything.,എല്ലാം വിശദീകരിക്കാന് ഒരു ജീവിതം വേണം.,It is impossible to explain everything until when it will take.,"I even say上三天三夜,恐怕也不能把一切解释清楚. | 要都解释的话,需要一辈子的时间.","Potrzebna wieczność, żeby wszystko wytłumaczyć.",මම හැමදේම පැහැදිලි කරන්න සදාකාලිකවම යන්නම්.,"මට අවශ් යයි සදාකාලිකව, හැමදේම පැහැදිලි කරන්න.",Já bych si vzalía una eternidad explicarte todo.,මම එයාගේ දේවල් කියන්නම් සදහටම යනකම්.,"මට знадобиться вічність, чтобы все пояснити."
