,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
209,1496,It would take me too much time to explain to you why it's not going to work.,It takes a long time to explain why this doesn't work.,It would take me too long to explain to you why that's not gonna work.,I'd take too long to explain to you why it's not gonna work.,It would take me too long to explain to you why this isn't gonna work.,It would take too long to explain to you why this isn't gonna work.,Il me faudra trop de temps pour vous expliquer pourquoi cela ne fonctionnera pas.,It would take me too long to explain to you why it won't work.,It's gonna take a long time to explain to you why it's not working.,Explaining why this isn't working would take too long.,It'll take me too long to explain why it won't work.,It would take me too long to explain to you why it's not gonna work.,It's gonna take me a long time to explain to you why this isn't gonna work.,Mi pasigos tro da tempo klarigante kial tio ne funkcias.
214,1501,It can't be!,Ezinezkoa da!,Hori ez da egia!,Ezin da izan!,Ezinezkoa da!,Ezinezkoa da!,C'est tout à fait impossible!,Ezinezkoa da.,그럴 수 없어!,Ezin da izan!,Ezinezkoa da!,Ezin da izan!,Ezinezkoa da!,Ezinezkoa da!
217,1504,Would you like something to drink?,Do you want something to drink?,- Would you like a drink?,Would you like a drink?,Do you want something to drink?,Zerbait edan nahi duzu?,Vous voulez boire quelque chose?,Would you like something to drink?,Zerbait edan nahi duzu?,You want a drink?,Do you want a drink?,Would you like a drink?,Would you like a drink?,Would you like a drink?
234,1521,Please don't cry.,Please don't cry.,"Ne ploru, mi petas.",Ez negarrik egin.,"Ttxil-k, ur ttru ara.",Bonvolu ne plori.,"Ne pleurez pas, s'il vous plaît.",Bonvolu ne plori.,제발 울지 마,"Don't cry, please.",Bonvolu ne plori.,Bonvolu ne plori.,Please don't cry.,Bonvolu ne plori.
243,1530,Allen is a poet.,Allen is a poet.,Allen estas poeto.,Allen olerkari bat da.,Allen d amedyaz.,Allen estas poeto.,El poeta Alan.,Allen estas poeto.,앨런은 시인이죠.,Allen is a poet.,Allen is a poet.,Allen estas poeto.,Allen is a poet.,Allen estas poeto.
248,1535,"If you see a mistake, then please correct it.","If you find something wrong, please help correct it.","Se vi vidas eraron, bonvolu ripari ĝin.","If you see a mistake, you fix it.","Ma twalaḍ kra n tuccḍa, ttxil-k, sseḥḥa-t.","Se vi vidas eraron, bonvolu korekti ĝin.","Si vous voyez une erreur, veuillez la corriger.","If you see an error, then correct it, please.",만약 오류가 있다면 바로잡으세요.,"If you see a mistake, correct it, please.","Se vi vidas eraron, bonvolu korekti ĝin.","Se vi vidas eraron, tiam korektu ĝin, mi petas.","If you see any errors, please correct them.","Se vi vidas eraron, bonvolu korekti ĝin."
253,1540,Why don't we go home?,Why don't we go home?,Why don't we go home?,What if we go home?,What if we went home?,Zergatik ez goaz etxera?,Pourquoi ne pas rentrer chez nous?,Why don't we go home?,집에 가자,Why don't we go home?,Why don't we go home?,Why don't we go home?,Why don't we go home?,Why don't we go home?
257,1544,One million people lost their lives in the war.,One million people lost their lives in the war.,Miliono da homoj perdis la vivon en la milito.,Millions of people lost their lives in the war.,Yiwen n yimlyun n medden i yemmuten deg ṭṭraḍ-nni.,Miliono da homoj perdis sian vivon en la milito.,Un million de personnes ont perdu la vie dans la guerre.,Miliono da homoj perdis la vivon dum la milito.,그 전쟁에서 1백만 명이 목숨을 잃었습니다.,Milioi bat pertsona hil ziren gerran.,Unu miliono da homoj perdis siajn vivojn en tiu milito.,Miliono da homoj perdis la vivon en la milito.,A million people have died in the war.,One million people lost their lives in the war.
270,1561,Did you miss me?,You think of me?,Ĉu vi malhavis min?,Faltan bota nauzu?,Did you miss me?,Faltan bota nauzu?,Tu me manques?,Faltan bota nauzu?,날 그리워한다고 생각했나?,Did you miss me?,Did you miss me?,Did you miss me?,Did you miss me?,Did you miss me?
272,1564,Thank you very much!,Thank you very much!,Thank you very much!,Eskerrik asko.,Thank you very much.,Mi tre dankas vin!,Merci beaucoup!,Eskerrik asko.,감사합니다!,Eskerrik asko.,Eskerrik asko.,Thank you so much!,Thank you so much!,Eskerrik asko!
275,1567,It's a surprise.,It was a surprise.,It's a surprise.,Ezusteko bat da.,It's a surprise.,Ezusteko bat da.,C'est une surprise.,Ezusteko bat da.,정말 놀랍네요,This is a surprise.,It's a surprise.,It's a surprise.,It's a surprise.,Tio estas surprizo.
276,1568,That's a good idea!,What a great idea!,That's a good idea!,Ideia ona da hori!,That's a good idea!,Tio estas bona ideo!,C'est une bonne idée!,That's a good idea!,Ideia ona da!,That's a good idea!,That's a good idea!,This is a good idea!,That's a good idea!,Tio estas bona ideo!
285,1578,They say love is blind.,People say that love is blind.,"Oni diras, ke amo estas blinda.",Maitasuna itsua dela diote.,Qqaren belli tayri d taɣallit.,"Oni diras, ke amo blindigas.",On dit que l'amour est aveugle.,"Oni diras, ke amo estas blinda.","""아, 어서!""",Maitasuna itsua dela diote.,Maitasuna itsua dela diote.,"Oni diras, ke amo estas blinda.",They say love is blind.,"Oni diras, ke amo estas blinda."
296,1590,Do you speak Italian?,Do you speak Italian?,Ĉu vi parolas la italan?,Italiera badakizu?,Tettmeslayeḍ taṭaliṭanit?,Ĉu vi parolas la italan?,Vous parlez italien?,Ĉu vi parolas la italan?,Ĉu vi parolas la italan?,Ĉu vi parolas la italan?,Ĉu vi parolas la italan?,Ĉu vi parolas la italan?,Ĉu vi parolas la italan?,Ĉu vi parolas la italan?
299,1594,May I ask a question?,Can I ask you a question?,Galdera bat egin diezazuket?,Galdera bat egin diezazuket?,Can I ask you a question?,Galdera bat egin diezazuket?,Puis-je vous poser une question?,Galdera bat egin diezazuket?,제가 한 가지 질문을 할 수 있을까요?,Galdera bat egin diezazuket?,Can I ask you a question?,Galdera bat egin diezazuket?,Can I ask you a question?,Galdera bat egin diezazuket?
307,1602,You'll forget about me someday.,One day you'll forget me.,"Egunen batean, ahaztu egingo nauzu.",You'll forget me one day.,You'll forget about me one day.,Vi forgesos min iam.,"Un jour, tu m'oublieras.",Egunen batean ahaztuko nauzu.,언젠가 나에 대해 잊을 거야,Egunen batean nitaz ahaztuko zara.,Iam vi forgesos pri mi.,Egunen batean ahaztuko nauzu.,One day you'll forget me.,Vi iam forgesos min.
308,1603,That is rather unexpected.,It was a surprise.,That's pretty unexpected.,It's pretty unexpected.,It's pretty unexpected.,That's pretty unexpected.,C'est plutôt imprévisible.,It's pretty unexpected.,- 그건 좀 어색한 일이야,It's totally unexpected.,It was pretty unexpected.,That's rather unexpected.,It's a very unexpected situation.,It's pretty unexpected.
311,1606,I couldn't have done it without you. Thank you.,"I can't do it without you, thank you.",I couldn't have done it without you.,I couldn't have done it without you.,I couldn't have done it without you.,I couldn't have done it without you.,Je ne pourrais pas le faire sans toi.,I couldn't have done it without you.,당신 없이는 못했을 겁니다.,I couldn't have done it without you.,I couldn't have done it without you.,I couldn't have done it without you.,I couldn't have done it without you.,Ezingo nuke hau egin zu gabe.
319,1615,Do whatever he tells you.,"What he tells you, what do you do?",Do what he tells you to do.,Do whatever he says.,Do whatever he tells you.,"Faru, kion ajn li ordonas al vi.",Haz todo lo que te diga que hagas.,You do whatever he says.,그 사람이 무슨 말을 하든 해봐,Do what he says.,"Faru ĉion, kion li diras al vi.",Do what I tell you.,Do whatever he tells you.,Do whatever he tells you.
323,1619,May I talk to Ms. Brown?,Can I speak to Miss Brown?,Can I speak to Mrs. Brown?,Can I get Brown on the phone?,Can I speak to Miss Brown?,Could I speak to Miss Brown?,Puis-je parler à Mme Brown?,Can I speak to Mrs. Brown?,"브라운씨, 부탁드립니다.",Can I speak to Mrs. Brown?,Can I speak to Miss Brown?,May I speak to Mrs. Brown?,May I speak to Miss Brown?,Brown andrearekin hitz egin dezaket?
326,1622,What do you want?,What do you want?,Zer nahi duzu?,Zer nahi duzu?,What do you want?,Zer nahi duzu?,Que voulez-vous?,Zer nahi duzu?,Kion vi serĉas?,Zer nahi duzu?,Zer nahi duzu?,Zer nahi duzu?,What do you want?,Zer behar duzue?
333,1630,I have a dream.,I have a dream.,Amets bat dut.,Amets bat dut.,Amets bat dut.,Mi havas sonĝon.,Tengo un sueño.,Amets bat dut.,꿈이 있어,Amets bat dut.,Mi havas revon.,Amets bat dut.,I have a dream.,Mi havas sonĝon.
347,1644,You look stupid.,You look so stupid.,Ergela dirudizu.,Ergela dirudizu.,You look like a fool.,Ergela dirudizu.,Tu as l'air stupide.,Ergela dirudizu.,Ergela dirudizu!,Ergel itxura duzu.,You look like an idiot.,Ergela dirudizu.,You look like a fool.,Ergel bat dirudizu.
349,1646,My name is Jack.,My name is Jack.,Jack dut izena.,Jack dut izena.,My name is Jack.,Jack dut izena.,Je m'appelle Jack.,Jack dut izena.,제 이름은 잭입니다.,My name is Jack.,My name is Jack.,Jack dut izena.,My name is Jack.,Mia nomo estas Jack.
350,1647,I like it very much.,I really like it.,I really like that.,I really like it.,Asko gustatzen zait.,Oso gustuko dut.,J'aime beaucoup ça.,Asko gustatzen zait.,Asko gustatzen zait.,I really like it.,I really like it.,I like it a lot.,I love her so much.,Mi tre ŝatas tion.
352,1649,How do you say that in Italian?,"What is the Italian word for ""sweet""?",Kiel oni diras tion en la itala?,How do you say that in Italian?,Amek i d-nnan akka s ttaliṭanit?,Kiel oni diras tion itale?,Comment le dire en italien?,Kiel oni diras tion en la itala?,Kion oni diras en la itala?,How do you say that in Italian?,Kiel oni diras tion itale?,Kiel oni diras tion en la itala?,What do you say in Italian?,Kiel oni diras tion itale?
354,1651,Is it far from here?,Is it far from here?,- Is it far from here?,Is it far from here?,How far is it from here?,Urruti dago?,Est-ce que c'est loin de là?,Is it far from here?,Hemendik urrun zaude?,Is it far from here?,How far is it from here?,Is it far from here?,Is he far from here?,Ĉu ĝi estas malproksima?
355,1652,These things aren't mine!,These things are not mine!,These things are not mine!,These things are not mine!,It's none of my business!,Ez dira nire gauzak!,Ce n'est pas à moi!,These are not my things!,이 물건들은 내 물건이 아닙니다.,These things are not mine!,These are not my things!,These things are not mine!,These things are not mine!,Hauek ez dira nireak!
357,1654,Would you like to dance with me?,Would you like to dance with me?,Nirekin dantza egin nahi duzu?,Would you like to dance with me?,Tebɣiḍ ad tceḍḍ yid-i?,Nirekin dantzatuko duzu?,Voulez-vous danser avec moi?,Would you like to dance with me?,Ĉu vi dancos kun mi?,Would you like to dance with me?,Ĉu vi ne ŝatus danci kun mi?,Nirekin dantzatuko duzu?,You want to dance with me?,Ĉu vi ne ŝatus danci kun mi?
359,1659,It's not my fault!,It's not my fault!,Ez da nire errua!,It's not my fault!,It's not my fault!,Ez da nire errua!,Ce n'est pas de ma faute.,Ez da nire errua!,Ez da nire errua!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,Ez da nire errua.
363,1663,Where are the showers?,Where's the bathroom?,Where are the showers?,Where are the showers?,Where are the showers?,Non daude dutxak?,Où sont les douches?,Where are the showers?,Kie estas la duŝo?,Where are the showers?,Where's the shower?,Where are the showers?,Where's the showers?,Kie estas la duŝejo?
366,1666,I have lost my wallet.,I dropped my wallet.,Mi perdis mian monujon.,I've lost my wallet.,Ufiɣ tasekkurt-iw.,Mi perdis mian monujon.,J'ai perdu mon portefeuille.,Mi perdis mian monujon.,지갑을 잃었어,Diru-zorroa galdu dut.,Mi perdis mian monujon.,Mi perdis mian monujon.,I lost my wallet.,Mi perdis mian monujon.
376,1679,Thanks to you I've lost my appetite.,"Thanks to you, I'm not hungry anymore.","Estas via kulpo, ke mi perdis mian apetiton.","I lost my appetite, thanks to you.","Thanks to you, I lost my appetite.",Danke al vi mi perdis mian apetiton.,"Grâce à toi, j'ai perdu mon appétit.","Thanks to you, I lost my appetite.","Zure erruz, gosea galdu dut.",You've made me lose my appetite.,Pro via kulpo mi perdis mian apetiton.,Pro vi mi perdis mian apetiton.,"Thanks to you, I lost my appetite.",Pro vi mi perdis mian apetiton.
386,1689,It is very hot today.,It's hot today.,Hodiaŭ estas tre varme.,Gaur oso bero dago.,Ass-a yeḥma mliḥ.,Hodiaŭ estas tre varmege.,¡Hoy hace mucho calor!,Hodiaŭ estas tre varme.,Hodiaŭ estas tre varme.,Hodiaŭ estas tre varmege.,Hodiaŭ estas tre varme.,Hodiaŭ estas tre varme.,Hodiaŭ estas tre varme.,Hodiaŭ estas tre varme.
394,1698,Look at me when I talk to you!,Look at me when I talk to you!,"Rigardu min, kiam mi parolas al vi!",Look at me when I talk to you.,Look at me when I talk to you!,"Rigardu min, kiam mi parolas al vi!",Regardez-moi quand je vous parle!,Look at me when I talk to you!,내가 말하는 동안 나를 봐!,Look at me when I'm talking to you!,"Rigardu min, kiam mi parolas al vi!",Look at me when I talk to you!,Look at me talking to you!,Begira niri zurekin hitz egiten ari naizenean!
401,1705,I'm tired.,I'm tired.,Nekatuta nago.,Nekatuta nago.,I'm tired!,Nekatuta nago!,Estoy cansado.,Nekatuta nago!,피곤해,Nekatuta nago.,Mi lacas.,Nekatuta nago.,I'm tired of it.,Mi lacas.
404,1709,When do we arrive?,When are we coming?,When will we be there?,When are we gonna get there?,How long before we get there?,Noiz helduko gara?,Quand arriverons-nous?,When are we coming?,Noiz iritsiko zara?,When are we gonna get there?,When are we coming?,How long before we get there?,When are we gonna get there?,Kiam ni alvenos?
