,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
37,1320,It is unfortunately true.,It's too bad it's true.,"Unfortunately, it is true.","Mi bedaŭras, ke tio veras.","Unfortunately, that's true.",-- ۋە مۇزادا، بۇ توغرا. -- ۋە مۇزادا، بۇ توغرا. -- ۋە مۇزادا، بۇ توغرا.,"Malheureusement, c'est vrai, et c'est malheureusement vrai.",-- ئۇ بەك راست، لېكىن ئۇ بەك راست,"하지만 불행히도, 그건 사실입니다.","Unfortunately, that's not true.",.ئەمەلىيەتتىن ئۈمىد ئۈزۈلمەي قالىمەن,.ئەمەلىيەتتە ئۇ راست، لېكىن ئۇ راست,.ئەمەلىيەتتىن ئۈمىد ئۈزۈلمەيدىغان ئىش,"Mi bedaŭras, ke tio veras. Mi bedaŭras, ke tio veras."
39,1322,Most people think I'm crazy.,Most people think I'm crazy.,"La plej multaj homoj pensas, ke mi estas freneza.",Gehienek uste dute zoratuta nagoela. Gehienek uste dute zoratuta nagoela. Gehienek uste dute zoratuta nagoela.,كۆپىنچى كىشىلەر مېنى ساراڭ دەپ ئويلايدۇ.,"La plej multaj homoj pensas, ke mi estas freneza.",La plupart des gens pensent que je suis fou.,"La plej multaj homoj pensas, ke mi estas freneza.",대부분의 사람들은 내가 미친다고 생각하죠.,Most people think I'm crazy. Most people think I'm crazy.,.كۆرۈلىدىغانلارنىڭ كۆپچىلىكىنىڭ قارىشىچە، مەن ھەقىقەتەن پاھىشە.,.كۆرۈلىدىغانلارنىڭ كۆپىنچىسى مېنىڭ پاھىشە ئىكەنلىكىمنى ئويلايدۇ.,A lot of people think I'm crazy.,"Plej multaj homoj pensas, ke mi frenezas."
42,1325,He's kicking me!,He's playing me!,Ostiko bat ematen dit!,Ostiko bat ematen dit!,He kicks me!,Oinez doa!,Il m'a frappé!,He's kicking me! He's kicking me!,Ostiko bat ematen ari zait!,He's kicking my ass!,He's kicking my ass!,He's kicking me! He's kicking me!,He's kicking me!,Oinez jotzen dit!
43,1326,Are you sure?,Are you sure? Are you sure? Are you sure?,سىزمۇ شۇنداقمۇ؟ سىزمۇ شۇنداقمۇ؟ سىزمۇ شۇنداقمۇ؟ سىزمۇ شۇنداقمۇ؟ سىزمۇ شۇنداقمۇ؟,Ĉu vi certas? Ĉu vi certas?,سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالامسىز؟ سىزمۇ شۇنداق ئىش قىلالام,မင်းအသေအချာလား မင်းအသေအချာလား မင်းအသေအချာလား,Êtes-vous sûr de cela? Êtes-vous sûr? Êtes-vous sûr? Êtes-vous sûr?,Are you sure?,정말?,Are you sure?,سىزمۇ شۇنداق ئىش قىلامسىز؟ سىزمۇ شۇنداق ئىش قىلامسىز؟,"""အင်း၊ မင်းတို့အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအချာလား"" ""အသေအ",Are you sure?,Ĉu vi certas? Ĉu vi certas? Ĉu vi certas? Ĉu vi certas?
45,1328,"Oh, there's a butterfly!",Ho! Estas papilio!,"Ho, jen papilio!","-O, tximeleta bat dago!",!ئەركەك تەگكۈچ بار!ئەركەك تەگكۈچ بار!ئەركەك تەگكۈچ بار!,"Ho, jen papilio!",Il y a un papillon ici!,"Oh, there's a butterfly!",!!!!!!,"Oh, there's a butterfly!",!ھەي، بۇ بىر تاتلىق! ھەي، بۇ بىر تاتلىق! ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي، ھەي,"Oh, there's a butterfly over there!","Oh, there's a butterfly!","Rigardu, la kalmaro! Ho, jen la kalmaro!"
46,1329,Hurry up.,I'm going to get you to go to the hospital.,.سۈرە قىل! سۈرە قىل! سۈرە قىل!,Azkar.,.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!,.تۈرلۈك ھەرىكەتلەندۈرگۈچ كۈچ - قۇۋۋەت,"Dépêchez-vous, dépêchez-vous, dépêchez-vous, dépêchez-vous, dépêchez-vous!",!سۈرئەت قىلىڭلار، سۈرئەت قىلىڭلار، سۈرئەت قىلىڭلار، سۈرئەت قىلىڭلار,빨리! 빨리! 빨리! 빨리! 빨리!,Azkar!,.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!.سۈرە قىل!,.سۈرە قىل! تېز بول! تېز بول!,Azkar!,.سۈرە! تېزلىتىش! تېزلىتىش! تېزلىتىش! تېزلىتىش! تېزلىتىش! تېزلىتىش! تېزلىتىش! تېزلىتىش! تېزلىتىش
47,1330,It doesn't surprise me.,I'm not surprised.,Ez nau harritzen.,Tio ne surprizas min. Tio ne surprizas min. Tio ne surprizas min. Tio ne surprizas min.,.مېنى بۇ ھەيران قالدۇرىۋەتمەيدۇ,Ez nau harritzen.,Ce n'est pas surprenant.,Ez nau harritzen.,이 모든 것은 놀라운 일이 아닙니다.,I'm not surprised. I'm not surprised.,.ھېچ ئادەمنى ھەيران قالدۇرىدىغان ئىش ئەمەس,Ez nau harritzen.,.ئۇ مېنى ھەيران قالدۇردى,Tio ne estas surpriza.
49,1333,It depends on the context.,It's a matter of seeing.,That depends on the context.,Kontextuaren arabera.,Depends on the context.,بۇ مۇناسىۋەتكە باغلىق. بۇ مۇناسىۋەتكە باغلىق. بۇ مۇناسىۋەتكە باغلىق.,Ça dépend du contexte.,Depends on the context.,그 배경에 따라 달라집니다.,Depends on the context.,.بۇ مەزمۇنغا قاراپ ئىشلەيمىز,.بۇ مەزمۇنغا باغلىق,ئۇ مەزمۇنغا باغلىق,Tio dependas de la kunteksto.
51,1335,That's the stupidest thing I've ever said.,That was the dumbest thing I ever said.,That's the stupidest thing I've ever said.,Inoiz esan dudan gauzarik txoroena da. Inoiz esan dudan gauzarik txoroena da.,That's the stupidest thing I've ever said.,"Tio estas la plej stulta afero, kiun mi iam diris.",C'est la chose la plus stupide que j'ai jamais dit.,.ئۇ مېنىڭ ئەڭ ئەخمەق سۆزۈم,이런 바보같은 말을 한 적이 없어요,That's the dumbest thing I've ever said.,.مەن بۇ دۇنيادا قىلغان ئەڭ چوڭ بوھتان سۆزى,It's the stupidest thing I've ever said.,This is the stupidest thing I've ever said.,Inoiz esan dudan txorakeriarik handiena da.
53,1337,"When I grow up, I want to be a king.",I want to be king when I grow up.,"Handia naizenean, errege izan nahi dut.","When I grow up, I want to be king.",چوڭ بولغاندا مەن پادىشاھ بولغۇم كەلدى. چوڭ بولغاندا مەن پادىشاھ بولغۇم كەلدى.,"Kiam mi plenkreskos, mi volas esti reĝo.",Je veux être roi quand je serai grand.,"When I grow up, I want to be a king.",내가 커지면 왕이 되고 싶어,Handia naizenean erregea izan nahi dut.,.ئۇ چاغدا مەن چوڭ بولغاندا مەن پاچا بولغۇم كەلدى,"When I grow up, I want to be a king. I want to be a king when I grow up.",I want to be a king when I grow up.,.مەن چوڭ بولغاندا پادىشاھ بولۇشنى ئارزۇ قىلىمەن.مەن چوڭ بولغاندا پادىشاھ بولۇشنى ئارزۇ قىلىمەن.مەن چوڭ بولغاندا پادىشاھ بولۇشنى ئارزۇ قىلىمەن
56,1340,So what?,What is it?,So what?,Kio do? Kio do? Kio do?,ئۇنداقتا، قانداق؟ ئۇنداقتا، قانداق؟ ئۇنداقتا، قانداق؟ ئۇنداقتا، قانداق؟,What?,"Alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors, alors,",So what?,그래서 뭐죠? 그래서 뭐죠? 그게 뭐죠?,So what?,ئۇنداقتا، نېمە بولدى؟ نېمە بولدى؟ نېمە بولدى؟,So what? And what? And me what?,ئۇنداقتا، ئۇ قانداق قىلىدۇ؟ نېمە قىلىدۇ؟ نېمە قىلىدۇ؟ نېمە قىلىدۇ؟ نېمە قىلىدۇ؟ نېمە قىلىدۇ؟ نېمە قىلىدۇ؟ نېمە قىلىدۇ؟,Do kio? Do kio? Do kio?
61,1345,I've always wondered what it'd be like to have siblings.,I always wondered what it would be like to have siblings.,I always wondered what it would be like to have brothers and sisters.,I've always wondered what it would be like to have sisters.,Minkarhi hinkwayo a ndzi tivutisa leswaku swi ta va njhani ku va ni vamakwerhu.,I always wondered what it would be like to have siblings.,Je me suis toujours demandé ce que c'était d'avoir un frère ou une sœur.,ညီမလေးတွေရှိရင် ဘယ်လိုဖြစ်မလဲဆိုတာ အမြဲမေးနေမိတယ်။ ညီမလေးတွေရှိရင် ဘယ်လိုဖြစ်မလဲဆိုတာ အမြဲမေးနေမိတယ်။ ညီမလေးတွေရှိရင် ဘယ်လိုဖြစ်မလဲဆိုတာ အမြဲမေးနေမိတယ်။ ညီမလေးတွေရှိရင် ဘယ်လိုဖြစ်မလဲဆိုတာ အမြဲမေးနေမိတယ်။,형제가 있다면 어떻게 될지 항상 생각했어요,I always wondered what it was like to have a sibling.,.مەن ھەمىشە قېرىندىشىم ۋە ھەمشىرىمنىڭ ھۇزۇرىدا قېلىشىنى خالايتتىم,I always wondered what it would be like to have brothers.,I've always wondered what it's like to have brothers.,I've always wondered what it was like to have brothers and sisters.
63,1347,It would take forever for me to explain everything.,"I'm going to say three days and three nights, and I'm afraid I can't explain everything.",I need an eternity to explain everything.,It would take forever to explain everything.,It would take me forever to explain everything.,It would take forever to explain everything.,Il faudra des siècles et des années pour tout expliquer.,It would take me a lifetime to explain everything.,제가 얼마나 오래 걸리더라도 모든 것을 설명할 수 없습니다.,It takes forever to explain everything.,It would take me forever to explain everything.,It would take me forever to explain everything to you.,It'll take forever to explain everything.,Betiko beharko dut dena azaltzeko.
64,1348,That's because you're a girl.,That's because you're a girl.,That's because you're a girl.,This is because you're a girl.,.چۈنكى سەن بىر قىز.چۈنكى سەن بىر قىز.,That's because you're a girl.,C'est parce que tu es une fille.,.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇڭا سىز بىر قىز.شۇنداق سىز بىر قىز,Neska bat zarelako.,That's because you're a girl.,.شۇڭاكى، سەن بىر قىز.شۇڭاكى، سەن بىر قىز.,That's because you're a girl. That's because you're a girl. That's because you're a girl.,That's because you're a girl.,Neska zarelako da. Neska zarelako da.
79,1363,I thought you liked to learn new things.,I thought you liked learning new things.,I thought you liked learning new things.,I thought you liked learning new things.,.مەن سىزنىڭ يېڭى ئىشلارنى ئۆگىنىشنى ياخشى كۆرىدىغانلىقىڭىزنى ئويلىدىم,"Mi pensis, ke vi ŝatus lerni novajn aferojn.",Je pensais que vous aimeriez apprendre de nouvelles choses.,I thought you liked learning new things.,"Mi pensis, ke vi volas lerni ion novan.",I thought you'd want to learn something new.,I thought you liked to learn new things.,I thought you liked learning new things.,I thought you liked learning new things.,"Mi pensis, ke vi ŝatas lerni novajn aferojn."
80,1364,Most people write about their daily life.,Most people write about their daily lives.,La plej multaj homoj skribas pri sia ĉiutaga vivo.,Plej multaj homoj skribas pri sia ĉiutaga vivo. Plej multaj homoj skribas pri sia ĉiutaga vivo.,Aṭas n medden i d-yennun ɣef tudert-nsen n yal ass.,La plej multaj homoj skribas pri sia ĉiutaga vivo.,La plupart des gens écrivent sur leur vie quotidienne.,La plej multaj homoj skribas pri sia ĉiutaga vivo.,많은 사람들이 일상적인 것에 대해 문장을 쓰고 있습니다. 대부분의 사람들은 일상적인 것에 대해 글을 쓰고 있습니다.,La plej multaj homoj skribas pri sia ĉiutaga vivo.,كۆپىنچى كىشىلەر ئۆزلىرىنىڭ تۇرمۇشىنى ئەندىشىسىز تۇتىدۇ. كۆپىنچى كىشىلەر ئۆزلىرىنىڭ تۇرمۇشىنى ئەندىشىسىز تۇتىدۇ.,La plej multaj homoj skribas pri sia ĉiutaga vivo.,Most people write about their daily lives.,Most people take notes about life every day.
82,1366,"In order to do that, you have to take risks.",You have to take risks to do that.,"To do that, you have to take risks.",You have to take risks to do it.,"Akken ad t-teḍru, ilaq ad t-teddmeḍ lxedma.",.سىز بۇنى قىلىشقا تىرىشىسىز.سىز بۇنى قىلىشقا تىرىشىسىز.سىز بۇنى قىلىشقا تىرىشىسىز.سىز بۇنى قىلىشقا تىرىشىسىز,"Pour ce faire, il faut réduire les risques.","To do that, you have to take risks.",그리고 그 일을 하기 위해서는 위험을 감수해야 합니다.,"To do that, you have to take risks.",.سىز بۇنى قىلىشقا تىرىشسىڭىز، سىز چوقۇم بىر ئاز خەتەرنى ئارتىۋالسىڭىز بولىدۇ,"To do that, you have to take a risk.",.ئۇنى قىلماقچى بولسىڭىز شۇنىڭ ئۈچۈن چوقۇم خەتەرنى چۆرۈۋالسىڭىز بولىدۇ,Arrisku bat hartu behar duzu hori egiteko.
